,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
98853,53E83430725374533B6F6D9,389404,2008-08-27 16:48:25.070,HR,36,Completed,2011-09-04 00:00:00,0.37453000000000003,0.35,0.34,,,,,,,5,IL,Professional,Full-time,51.0,False,False,,2008-08-27 11:35:16.403000000,520.0,539.0,2001-04-30 00:00:00,7.0,10.0,21.0,3,25.0,0.0,4.0,5.0,1071.0,5.0,0.0,0.0,520.0,1.04,14.0,17.0,0.7,0.0,0.4,"$25,000-49,999",True,2200.0,478D3429746311134B5540A,,,,,,,,,0,,66,36304,3200,2008-09-04 00:00:00.000,Q3 2008,B6CB34289422046863A052E,0.0,4869.04,2911.17,1957.87,-54.66,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,
26543,58B034303771827493FC1C9,389423,2008-08-27 17:24:19.530,B,36,Completed,2010-06-21 00:00:00,0.12402,0.11,0.1,,,,,,,7,FL,Other,Full-time,13.0,False,False,,2008-08-27 17:22:17.777000000,680.0,699.0,2005-12-29 00:00:00,2.0,2.0,3.0,2,136.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7149.0,0.64,3851.0,3.0,1.0,0.0,0.05,"$50,000-74,999",True,4333.333333,366E343063034151495DDBF,,,,,,,,,0,,66,36527,3000,2008-09-10 00:00:00.000,Q3 2008,ABB034300069605363167BE,98.22,3436.22,2999.16,437.06,-39.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,111,
58936,70E63430130695765B3C1D0,389425,2008-08-27 17:27:52.613,D,36,Completed,2010-09-28 00:00:00,0.18386,0.162,0.152,,,,,,,7,OH,Police Officer/Correction Officer,Full-time,9.0,False,False,,2008-08-27 17:25:53.233000000,600.0,619.0,1999-10-04 00:00:00,9.0,9.0,10.0,7,156.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4514.0,0.83,709.0,10.0,1.0,1.0,0.24,"$25,000-49,999",True,2458.333333,ACFD34307449715414B734C,,,,,,,,,0,,66,36488,7210,2008-09-09 00:00:00.000,Q3 2008,0F9834305998188960F130E,254.19,8317.39,7210.01,1107.38,-67.43,0.0,0.0,0.0,0.0,1.0,0,0,0.0,213,
33337,CB5A3428973210967C87FC2,389433,2008-08-27 17:40:13.773,AA,36,Completed,2009-09-29 00:00:00,0.09035,0.0835,0.0735,,,,,,,3,PA,Accountant/CPA,Full-time,50.0,False,True,020E3366126106360DB9421,2008-08-27 12:50:56.303000000,780.0,799.0,2000-07-21 00:00:00,12.0,12.0,35.0,11,165.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5080.0,0.08,57720.0,24.0,0.87,0.0,0.12,"$50,000-74,999",True,6083.333333,0BD63430104942671DAFFA7,,,,,,,,,0,,66,36380,13000,2008-09-05 00:00:00.000,Q3 2008,229534137994068784DD92F,409.48,13484.92,13000.0,484.92,-58.07,0.0,0.0,0.0,0.0,1.0,0,0,0.0,366,
99499,D71B34298884665619E1B1F,389456,2008-08-27 18:26:20.703,AA,36,Completed,2010-11-09 00:00:00,0.11696,0.11,0.1,,,,,,,3,IL,Professional,Full-time,33.0,True,True,D2E93365291835114A4A4F1,2008-08-27 18:26:10.703000000,800.0,819.0,1999-01-27 00:00:00,17.0,17.0,23.0,17,343.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21758.0,0.0,85229.0,22.0,1.0,1.0,0.14,"$50,000-74,999",True,5166.666667,745234313264405418F9B72,1.0,8.0,7.0,1.0,0.0,5100.0,0.0,0.0,0,,66,36424,15000,2008-09-08 00:00:00.000,Q3 2008,BDF03364611729360D2EACD,491.08,17099.45,15000.02,2099.43,-190.86,0.0,0.0,0.0,0.0,1.0,0,0,0.0,550,
113711,DC083429979529800792FA6,389465,2008-08-27 18:44:17.027,C,36,Completed,2011-09-05 00:00:00,0.25278,0.23,0.21,,,,,,,2,CO,Tradesman - Mechanic,Self-employed,27.0,True,False,,2008-08-27 18:44:01.527000000,660.0,679.0,1991-09-01 00:00:00,7.0,7.0,25.0,3,77.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,3527.0,0.88,518.0,17.0,1.0,2.0,,"$25,000-49,999",False,3500.0,51EF34308648678700CB02C,,,,,,,,,0,,66,36392,1500,2008-09-05 00:00:00.000,Q3 2008,E0BB34265603319712D9A29,58.06,2063.93,1500.01,563.92,-25.65,0.0,0.0,0.0,0.0,1.0,0,0,0.0,83,
49862,E3F83430079990330B688D1,389487,2008-08-27 19:23:09.447,D,36,Chargedoff,2010-11-05 00:00:00,0.25156,0.2288,0.2188,,,,,,,2,AZ,Other,Self-employed,146.0,True,False,,2008-08-01 16:50:39.207000000,620.0,639.0,1985-02-26 00:00:00,6.0,6.0,52.0,3,0.0,0.0,11.0,4.0,11555.0,32.0,0.0,0.0,0.0,0.0,0.0,35.0,0.46,0.0,,"$25,000-49,999",False,2780.0,4F7834302952590458DDB67,,,,,,,,,1313,26.0,66,36364,1900,2008-09-05 00:00:00.000,Q3 2008,7BA034158581333127D66CB,73.43,1512.03,879.69,632.34,-25.08,-12.48,1020.31,1020.31,80.0,1.0,3,2,350.0,55,
98353,2F7C343054015162688A10F,389496,2008-08-27 19:40:25.083,AA,36,Completed,2008-10-01 00:00:00,0.0768,0.07,0.06,,,,,,,7,NJ,Computer Programmer,Full-time,87.0,True,False,,2008-08-08 06:44:25.167000000,860.0,879.0,1979-10-01 00:00:00,13.0,11.0,29.0,10,68.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2167.0,0.01,164633.0,28.0,0.96,0.0,0.05,"$100,000+",True,12500.0,6B1E34305277806808A9B1E,,,,,,,,,0,,66,36540,3000,2008-09-10 00:00:00.000,Q3 2008,884B3427390596281757D10,92.63,3012.08,3000.0,12.08,-1.73,0.0,0.0,0.0,0.0,1.0,0,0,0.0,121,
93507,B5313429891362395CEA39E,389510,2008-08-27 20:28:50.907,B,36,Defaulted,2009-10-05 00:00:00,0.23599,0.221,0.211,,,,,,,7,PA,Sales - Commission,Full-time,17.0,False,False,,2008-08-27 20:27:54.623000000,680.0,699.0,2000-09-20 00:00:00,10.0,10.0,31.0,2,45.0,3.0,6.0,0.0,0.0,4.0,0.0,0.0,75.0,0.12,525.0,12.0,0.69,2.0,0.21,"$25,000-49,999",True,3333.333333,B6683431032733374E9D387,,,,,,,,,1582,1.0,66,36312,5000,2008-09-04 00:00:00.000,Q3 2008,6A8434293420340504067AC,191.21,1529.68,849.7,679.98,-30.77,-1753.77,4150.3,2136.95,3832.86,1.0,0,0,0.0,118,
102193,26BE3430343675240728EDA,389521,2008-08-27 20:42:51.570,AA,36,Completed,2008-12-10 00:00:00,0.127,0.12,0.11,,,,,,,7,CA,Other,Self-employed,132.0,False,True,52EA3425051368132B80C96,2008-08-27 20:42:29.257000000,760.0,779.0,1986-06-20 00:00:00,12.0,10.0,63.0,14,766.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,107028.0,0.59,72227.0,58.0,0.96,2.0,,"$100,000+",False,12500.0,86F734313765541416AA18E,,,,,,,,,0,,66,36463,6000,2008-09-09 00:00:00.000,Q3 2008,2DA0341916369048340FBB0,199.29,6068.43,6000.0,68.43,-5.7,0.0,0.0,0.0,0.0,1.0,1,1,100.0,191,
22477,C9A03430438953000D3CE14,389561,2008-08-28 00:57:07.210,AA,36,Completed,2011-09-05 00:00:00,0.16717,0.16,0.15,,,,,,,2,CA,Skilled Labor,Full-time,153.0,True,False,,2008-08-20 19:35:14.937000000,760.0,779.0,1993-05-01 00:00:00,5.0,5.0,48.0,6,229.0,7.0,11.0,0.0,0.0,0.0,1.0,0.0,29593.0,0.37,997.0,43.0,0.86,0.0,0.12,"$50,000-74,999",True,5416.666667,8C1D3429877698656F986C4,,,,,,,,,0,,66,36391,15000,2008-09-05 00:00:00.000,Q3 2008,0BB03429772543854A3E39D,527.36,18980.06,15000.01,3980.05,-248.75,0.0,0.0,0.0,0.0,1.0,0,0,0.0,197,
99530,75533429227548639C3C6DB,389568,2008-08-28 02:35:48.713,HR,36,Chargedoff,2010-06-11 00:00:00,0.36438000000000004,0.34,0.33,,,,,,,7,MA,Retail Management,Full-time,23.0,False,False,,2008-08-10 19:44:39.643000000,520.0,539.0,1999-09-09 00:00:00,20.0,18.0,25.0,17,393.0,13.0,28.0,0.0,0.0,1.0,0.0,0.0,6174.0,0.53,4433.0,21.0,0.57,2.0,0.16,"$25,000-49,999",True,4000.0,F5BB3430415867511807EC0,,,,,,,,,1489,22.0,66,36522,1000,2008-09-10 00:00:00.000,Q3 2008,881334277872064391B6C70,44.67,699.72,161.81,537.91,-12.64,-44.47,790.05,838.19,0.0,1.0,0,0,0.0,10,
12261,82FC34300806135378CD050,389594,2008-08-28 05:55:07.503,A,36,Completed,2009-11-23 00:00:00,0.15780999999999998,0.1435,0.1335,,,,,,,7,GA,Other,Full-time,203.0,True,False,,2008-08-07 14:19:50.870000000,720.0,739.0,1988-02-01 00:00:00,11.0,9.0,18.0,6,392.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14829.0,0.81,2987.0,17.0,0.94,0.0,0.29,"$50,000-74,999",True,4500.0,95DD3431157548825567519,,,,,,,,,0,,66,36371,7500,2008-09-05 00:00:00.000,Q3 2008,07EE3428776573158AF4506,257.61,8551.43,7500.0,1051.43,-73.27,0.0,0.0,0.0,0.0,1.0,0,0,0.0,182,
9790,4B543430491490048B4E9F6,389604,2008-08-28 06:22:35.640,B,36,Chargedoff,2010-08-05 00:00:00,0.14651,0.1323,0.1223,,,,,,,6,PA,Teacher,Full-time,58.0,True,False,,2008-08-26 11:58:00.997000000,700.0,719.0,1994-11-14 00:00:00,7.0,5.0,15.0,2,28.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,0.0,14.0,0.71,2.0,0.31,"$25,000-49,999",True,2083.333333,94BC3430654784303B6F5B2,,,,,,,,,1435,23.0,66,36355,6000,2008-09-05 00:00:00.000,Q3 2008,EF8E34296705232461BE120,202.83,3650.94,2707.21,943.73,-71.33,0.0,3292.79,3292.79,0.0,1.0,0,0,0.0,151,
91995,7A623429687376452A731ED,389642,2008-08-28 07:38:56.740,E,36,Completed,2011-09-05 00:00:00,0.36082,0.3365,0.3265,,,,,,,7,IL,Civil Service,Full-time,98.0,False,False,,2008-08-26 13:26:30.830000000,560.0,579.0,1990-05-01 00:00:00,4.0,3.0,43.0,2,64.0,1.0,29.0,1.0,395.0,18.0,1.0,1.0,2413.0,0.83,507.0,33.0,0.63,0.0,0.12,"$50,000-74,999",True,4833.333333,0DD13430559195631F2A8AE,,,,,,,,,0,,66,36383,1000,2008-09-05 00:00:00.000,Q3 2008,81B33429659057208B8F34F,44.48,1599.96,1000.02,599.94,-17.83,0.0,0.0,0.0,0.0,1.0,0,0,0.0,24,
21782,283234308839572263CC7D8,389670,2008-08-28 08:40:15.227,C,36,Completed,2010-07-28 00:00:00,0.32621999999999995,0.3024,0.2924,,,,,,,7,IA,Teacher's Aide,Part-time,131.0,False,False,,2008-08-12 09:01:43.053000000,660.0,679.0,1989-12-01 00:00:00,3.0,3.0,17.0,4,54.0,1.0,3.0,8.0,1016.0,20.0,1.0,0.0,1008.0,1.0,0.0,14.0,0.57,0.0,0.27,"$1-24,999",True,1066.666667,0A413430417222587C2E009,,,,,,,,,0,,66,36381,1500,2008-09-05 00:00:00.000,Q3 2008,08003409766065949AF4B7D,63.87,2163.81,1500.0,663.81,-21.96,0.0,0.0,0.0,0.0,1.0,0,0,0.0,23,
46502,1A7E34290001380588970FA,389726,2008-08-28 10:04:02.110,B,36,Completed,2011-09-08 00:00:00,0.14419,0.13,0.12,,,,,,,2,VA,Clerical,Full-time,40.0,True,False,,2008-08-28 10:03:31.800000000,680.0,699.0,1995-05-08 00:00:00,16.0,12.0,26.0,10,223.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,3036.0,0.36,4389.0,25.0,0.69,1.0,0.24,"$25,000-49,999",True,3166.666667,07F03431192612534CC1A3B,1.0,17.0,17.0,0.0,0.0,1200.0,682.79,160.0,0,,66,36413,4500,2008-09-08 00:00:00.000,Q3 2008,A10C3381490049502F0161B,151.62,5457.39,4500.0,957.39,-73.63,0.0,0.0,0.0,0.0,1.0,0,0,0.0,107,
26996,BCF5342913298720953EECA,389747,2008-08-28 10:30:17.287,D,36,Completed,2011-08-25 00:00:00,0.2021,0.18,0.17,,,,,,,3,IL,Other,Full-time,8.0,False,False,,2008-08-28 10:29:24.517000000,600.0,619.0,2006-08-11 00:00:00,5.0,4.0,9.0,3,22.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,844.0,0.47,729.0,7.0,1.0,1.0,0.16,"$25,000-49,999",True,2500.0,2A0934297939747429A30FE,,,,,,,,,0,,66,36382,1000,2008-09-05 00:00:00.000,Q3 2008,9AB7342960522512490DA30,36.15,1300.94,999.99,300.95,-16.71,0.0,0.0,0.0,0.0,1.0,0,0,0.0,55,
103723,80B23430061655069E42B3E,389760,2008-08-28 10:39:14.533,D,36,Chargedoff,2009-03-07 00:00:00,0.18386,0.162,0.152,,,,,,,3,SC,Retail Management,Full-time,160.0,True,False,,2008-08-28 10:37:13.140000000,600.0,619.0,1989-02-08 00:00:00,4.0,4.0,24.0,0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6407.0,0.0,0.0,13.0,0.92,1.0,0.34,"$25,000-49,999",True,3000.0,9DC434301967754827978C1,,,,,,,,,1951,7.0,66,36377,3000,2008-09-05 00:00:00.000,Q3 2008,EDA53430067443549B6942A,105.77,105.77,65.82,39.95,-2.47,0.0,2934.18,2934.18,0.0,1.0,0,0,0.0,63,
97150,86313430133255310286112,389780,2008-08-28 11:13:01.837,C,36,Chargedoff,2009-10-10 00:00:00,0.15094000000000002,0.1295,0.1195,,,,,,,7,IL,Other,Full-time,8.0,True,False,,2008-08-28 11:07:48.030000000,660.0,679.0,1997-07-25 00:00:00,7.0,6.0,23.0,5,342.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13744.0,0.85,2275.0,22.0,0.78,0.0,0.31,"$50,000-74,999",True,5000.0,93E63430926394264BCEEBF,,,,,,,,,1735,13.0,66,36490,6000,2008-09-09 00:00:00.000,Q3 2008,0BCC342897138159216895B,202.02,1616.16,1143.04,473.12,-36.53,0.0,4856.96,4856.96,0.0,1.0,0,0,0.0,292,
50363,EBD23429693746940D65BDE,389781,2008-08-28 11:13:22.290,D,36,Completed,2011-06-29 00:00:00,0.34408,0.32,0.31,,,,,,,5,CT,Sales - Retail,Full-time,34.0,False,True,783C3371218786870A73D20,2008-08-03 09:04:29.027000000,620.0,639.0,2005-03-29 00:00:00,6.0,6.0,8.0,5,65.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.85,190.0,8.0,0.87,1.0,0.25,"$25,000-49,999",True,2500.0,7B0C34315604907691DD520,,,,,,,,,0,,66,36398,6000,2008-09-08 00:00:00.000,Q3 2008,6A3B33839207392347AA0D5,261.33,9375.76,6000.0,3375.76,-105.49,0.0,0.0,0.0,0.0,1.0,0,0,0.0,96,
63095,A3623430521091585026D10,389809,2008-08-28 11:58:24.360,AA,36,Completed,2011-09-09 00:00:00,0.08617000000000001,0.069,0.059,,,,,,,7,MO,Construction,Full-time,26.0,True,False,,2008-08-28 11:57:43.763000000,780.0,799.0,1993-11-19 00:00:00,10.0,9.0,13.0,8,785.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,29161.0,0.39,45339.0,13.0,1.0,0.0,,"$25,000-49,999",False,2513.333333,4ACE3430817822297B85BEC,,,,,,,,,0,,66,36485,1000,2008-09-09 00:00:00.000,Q3 2008,311D3410421428885CE3635,30.83,1109.82,999.99,109.83,-15.91,0.0,0.0,0.0,0.0,1.0,0,0,0.0,51,
42440,00F63430174462473569905,389841,2008-08-28 12:46:35.197,B,36,Completed,2011-09-09 00:00:00,0.16940999999999998,0.155,0.145,,,,,,,2,FL,Computer Programmer,Full-time,88.0,True,False,,2008-08-28 12:45:25.710000000,700.0,719.0,1984-12-09 00:00:00,9.0,9.0,15.0,5,441.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,11750.0,0.99,13.0,13.0,0.71,0.0,0.21,"$75,000-99,999",True,6250.0,4D1534311605723724192D1,,,,,,,,,0,,66,36425,3500,2008-09-09 00:00:00.000,Q3 2008,BBA33430667712613B5CA91,122.19,4398.42,3500.0,898.42,-57.95,0.0,0.0,0.0,0.0,1.0,0,0,0.0,64,
28456,91EA343046997327817D62C,389871,2008-08-28 13:36:12.007,AA,36,Completed,2011-08-09 00:00:00,0.11696,0.11,0.1,,,,,,,5,DC,Civil Service,Full-time,418.0,True,False,,2008-08-28 13:34:48.367000000,760.0,779.0,1978-02-01 00:00:00,5.0,5.0,14.0,4,41.0,1.0,4.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1800.0,11.0,0.46,0.0,0.04,"$50,000-74,999",True,5833.333333,04873431743958632A502A5,,,,,,,,,0,,66,36464,5000,2008-09-09 00:00:00.000,Q3 2008,2D053429473216914518A41,163.69,5817.62,5000.01,817.61,-74.34,0.0,0.0,0.0,0.0,1.0,0,0,0.0,95,
27848,CFF13430410621626FBE2DF,389881,2008-08-28 13:48:58.357,B,36,Completed,2008-09-22 00:00:00,0.25708000000000003,0.2419,0.2319,,,,,,,2,PA,Other,Full-time,25.0,True,False,,2008-08-28 13:47:02.587000000,680.0,699.0,1997-03-07 00:00:00,4.0,4.0,25.0,0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,0.75,0.0,0.28,"$25,000-49,999",True,2750.0,17F934314931280090E1BE2,,,,,,,,,0,,66,36338,3000,2008-09-04 00:00:00.000,Q3 2008,BFD63430038495987A83011,118.0,3035.79,3000.0,35.79,-1.48,0.0,0.0,0.0,0.0,1.0,0,0,0.0,42,
8232,92A834292064699522D7C12,389924,2008-08-28 15:06:16.973,AA,36,Chargedoff,2009-03-07 00:00:00,0.2411,0.2336,0.2236,,,,,,,5,CA,Administrative Assistant,Full-time,20.0,True,False,,2008-08-28 15:05:00.300000000,780.0,799.0,1983-11-01 00:00:00,12.0,10.0,43.0,9,293.0,4.0,10.0,0.0,0.0,3.0,0.0,0.0,13611.0,0.24,42189.0,38.0,0.82,0.0,,"$50,000-74,999",False,5233.333333,1E9C34302430886160051C4,,,,,,,,,1951,7.0,66,36358,10000,2008-09-05 00:00:00.000,Q3 2008,15013429360093006C78C14,388.98,388.98,196.98,192.0,-8.22,0.0,9803.02,9803.02,0.0,1.0,0,0,0.0,130,
52417,6A9B3430956467951FF4EB2,389927,2008-08-28 15:13:48.410,E,36,Completed,2011-09-09 00:00:00,0.24264000000000002,0.22,0.21,,,,,,,7,WI,Administrative Assistant,Part-time,32.0,False,False,,2008-08-28 15:13:36.877000000,560.0,579.0,1997-02-26 00:00:00,3.0,2.0,16.0,2,15.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,294.0,0.37,500.0,8.0,0.46,1.0,0.05,"$1-24,999",True,1750.0,1B4334317121393631E48A4,,,,,,,,,0,,66,36473,1700,2008-09-09 00:00:00.000,Q3 2008,95533423009953522100416,64.92,2336.78,1700.02,636.76,-28.92,0.0,0.0,0.0,0.0,1.0,0,0,0.0,93,
61598,6BDE34299446628843E7A5E,389931,2008-08-28 15:20:20.277,A,36,Completed,2008-12-10 00:00:00,0.20451,0.1898,0.1798,,,,,,,7,MI,Sales - Commission,Full-time,7.0,True,False,,2008-08-28 14:48:20.523000000,740.0,759.0,1987-02-01 00:00:00,7.0,6.0,49.0,4,51.0,4.0,9.0,0.0,0.0,49.0,1.0,0.0,802.0,0.15,4398.0,38.0,0.57,1.0,0.16,"$75,000-99,999",True,7083.333333,3AF934319441650641F8F4C,,,,,,,,,0,,66,36545,10000,2008-09-10 00:00:00.000,Q3 2008,ABCB3430019446946DC65FD,366.46,10089.2,10000.0,89.2,-4.7,0.0,0.0,0.0,0.0,1.0,0,0,0.0,86,
96007,C9103430658856977D4A928,390043,2008-08-28 19:34:19.277,A,36,Completed,2011-08-23 00:00:00,0.34603,0.33,0.32,,,,,,,3,OH,Sales - Retail,Self-employed,0.0,False,False,,2008-08-20 10:39:14.940000000,740.0,759.0,2003-01-09 00:00:00,5.0,5.0,8.0,3,57.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2404.0,0.16,12596.0,7.0,1.0,1.0,,"$25,000-49,999",False,2500.0,A47F34312680750245FFDFA,,,,,,,,,0,,66,36456,15000,2008-09-09 00:00:00.000,Q3 2008,C4993428257846412D168E8,661.67,23804.73,15000.0,8804.73,-266.81,0.0,0.0,0.0,0.0,1.0,0,0,0.0,150,
68376,C17234301667078613BDC52,390083,2008-08-28 21:34:04.383,A,36,Completed,2011-09-03 00:00:00,0.23781,0.2228,0.2128,,,,,,,7,CA,Analyst,Full-time,0.0,False,True,CD0E3364909037313F32874,2008-08-20 19:40:44.617000000,720.0,739.0,1989-06-16 00:00:00,3.0,3.0,18.0,1,0.0,0.0,5.0,1.0,1801.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,0.77,1.0,0.18,"$50,000-74,999",True,5786.666667,B4FF3431438790109609CE6,1.0,18.0,18.0,0.0,0.0,3000.0,1719.46,120.0,0,,66,36244,2600,2008-09-03 00:00:00.000,Q3 2008,167B3381907063933A5864C,99.67,3586.9,2600.0,986.9,-44.27,0.0,0.0,0.0,0.0,1.0,0,0,0.0,29,
5137,9985343092803835634421B,390098,2008-08-28 22:35:32.197,D,36,Completed,2011-09-09 00:00:00,0.24141999999999997,0.2188,0.2088,,,,,,,7,KY,Retail Management,Full-time,77.0,False,False,,2008-08-28 18:39:04.630000000,600.0,619.0,1994-01-04 00:00:00,7.0,7.0,13.0,4,123.0,1.0,5.0,1.0,67.0,0.0,0.0,0.0,4427.0,0.92,340.0,10.0,0.8,0.0,0.15,"$50,000-74,999",True,4583.333333,23DE3430575731170F798D1,,,,,,,,,0,,66,36458,1500,2008-09-09 00:00:00.000,Q3 2008,F81E3429546600817D8620D,57.19,2058.22,1500.0,558.22,-25.52,0.0,0.0,0.0,0.0,1.0,0,0,0.0,35,
97098,21E5343068165861252A9D3,390107,2008-08-28 23:42:01.377,B,36,Completed,2009-09-04 00:00:00,0.15428,0.14,0.13,,,,,,,3,OR,Engineer - Mechanical,Full-time,45.0,True,True,556E3374266840124335316,2008-08-21 15:08:57.980000000,680.0,699.0,1997-10-15 00:00:00,13.0,10.0,35.0,7,494.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,18761.0,0.83,3839.0,28.0,1.0,2.0,0.22,"$50,000-74,999",True,6000.0,45773430341574437DDE76F,1.0,12.0,12.0,0.0,0.0,5000.0,0.0,-40.0,0,,66,36420,5000,2008-09-08 00:00:00.000,Q3 2008,695B3374310465856E0B45E,170.89,5529.97,5000.0,529.97,-37.85,0.0,0.0,0.0,0.0,1.0,0,0,0.0,134,
48736,E2ED3429487824883681396,390126,2008-08-29 04:04:45.760,D,36,Completed,2009-09-04 00:00:00,0.34885,0.3247,0.3147,,,,,,,5,CA,Analyst,Full-time,21.0,False,False,,2008-08-14 15:16:42.233000000,600.0,619.0,2007-01-06 00:00:00,8.0,8.0,12.0,7,124.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,6032.0,0.54,4817.0,8.0,1.0,2.0,0.16,"$25,000-49,999",True,2916.666667,C36F34311389829789822EE,,,,,,,,,0,,66,36529,2500,2008-09-10 00:00:00.000,Q3 2008,6EDF342953337554019F9C5,109.54,3216.87,2500.0,716.87,-22.08,0.0,0.0,0.0,0.0,1.0,0,0,0.0,34,
26012,62BA3429785241597672011,390159,2008-08-29 06:23:17.953,D,36,Completed,2010-06-02 00:00:00,0.34915,0.325,0.315,,,,,,,5,MO,Other,Full-time,13.0,False,False,,2008-08-26 16:46:46.120000000,600.0,619.0,2003-08-07 00:00:00,10.0,8.0,18.0,7,179.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,5456.0,0.93,127.0,13.0,0.76,1.0,0.32,"$25,000-49,999",True,2333.333333,178934304186150984EC4C9,,,,,,,,,0,,66,36477,2300,2008-09-09 00:00:00.000,Q3 2008,136734306960011653F12BC,100.81,3314.4,2299.98,1014.42,-31.21,0.0,0.0,0.0,0.0,1.0,0,0,0.0,59,
96129,65D3342906019589204FFED,390213,2008-08-29 08:22:00.433,A,36,Completed,2011-09-10 00:00:00,0.1328,0.1187,0.1087,,,,,,,3,OR,Other,Self-employed,71.0,False,False,,2008-08-29 08:20:36.057000000,740.0,759.0,1996-04-08 00:00:00,7.0,5.0,18.0,5,97.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2830.0,0.2,10949.0,17.0,0.88,0.0,,"$25,000-49,999",False,3000.0,2BFA34302935403047930B2,,,,,,,,,0,,66,36517,3000,2008-09-10 00:00:00.000,Q3 2008,A61B34297423387379E8C77,99.46,3579.8,2999.99,579.81,-48.85,0.0,0.0,0.0,0.0,1.0,1,1,310.52,42,
13146,B14F343019541461225A283,390250,2008-08-29 09:52:02.760,A,36,Completed,2009-06-16 00:00:00,0.0837,0.07,0.06,,,,,,,3,LA,Other,Full-time,37.0,True,False,,2008-08-29 09:51:49.820000000,740.0,759.0,1992-08-14 00:00:00,11.0,9.0,28.0,7,770.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43313.0,0.11,23022.0,26.0,0.88,0.0,0.03,"$100,000+",True,18583.333333000002,769A343173880500691E0A4,,,,,,,,,0,,66,36535,1500,2008-09-10 00:00:00.000,Q3 2008,B31D341872143265811BF9F,46.32,1537.7,1500.0,37.7,-5.39,0.0,0.0,0.0,0.0,1.0,0,0,0.0,94,
